"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Weapons/Materials/MagGun_MatB.MagGun_MatB","0","0","87","1","0.000000","0","87"
"/Game/Weapons/Materials/MagGun_MatA.MagGun_MatA","0","0","87","1","0.000000","0","87"
"/Game/Effects/Materials/Weapon/M_WP_ShockRifle_Panning_Beam.M_WP_ShockRifle_Panning_Beam","0","0","16","1","0.000000","0","0"
"/Game/Effects/Materials/Weapon/M_WP_Linkgun_Connection.M_WP_Linkgun_Connection","0","0","20","1","0.000000","0","0"
"/Game/Effects/Materials/Weapon/M_MuzzleGlow.M_MuzzleGlow","0","0","40","1","0.000000","0","0"
"/Game/Effects/Materials/Weapon/M_muzzle_flash_subUV.M_muzzle_flash_subUV","0","0","24","1","0.000000","0","0"
"/Game/Effects/Materials/Smoke/M_SmokeBall.M_SmokeBall","0","0","32","1","0.000000","0","0"
"/Game/Effects/Materials/Ramp/M_SoftGradient_Muzzle.M_SoftGradient_Muzzle","0","0","24","1","0.000000","0","0"
"/Game/Effects/Materials/LensFlare/M_Lensflare_01.M_Lensflare_01","0","0","24","1","0.000000","0","0"
"/Game/Effects/Materials/spark/M_spark_subUV.M_spark_subUV","0","0","24","1","0.000000","0","0"
"/Game/Effects/Materials/Smoke/M_MuzzleSmokeDetail_GPU.M_MuzzleSmokeDetail_GPU","0","0","32","1","0.000000","0","0"
"/Game/Effects/Materials/Smoke/M_ImpactSmoke.M_ImpactSmoke","0","0","112","1","0.000000","0","0"
"/Game/Effects/Materials/Ramp/M_radial_ramp_soft.M_radial_ramp_soft","0","0","24","1","0.000000","0","0"
"/Game/Effects/Materials/LensFlare/M_LensFlare_02.M_LensFlare_02","0","0","24","1","0.000000","0","0"
"/Game/Effects/Materials/Gameplay/M_impact_splash_subUV.M_impact_splash_subUV","0","0","104","1","0.000000","0","0"
"/Game/Effects/Materials/Weapon/M_Impact_Decal.M_Impact_Decal","0","0","31","1","0.000000","0","0"
"/Game/Characters/Materials/HeroTPP.HeroTPP","0","0","74","1","0.000000","0","74"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","0","675","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/VertexColorMaterial.VertexColorMaterial","0","0","90","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","147","1","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","0","0","2","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","96","2","0.000000","0","0"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/UI/Menu/LoadingScreen_Mat.LoadingScreen_Mat","0","0","2","1","0.000000","0","0"
"/Game/Environment/Materials/Windows_glass_trans_2.Windows_glass_trans_2","0","0","44","1","0.000000","0","0"
"/Game/Environment/Materials/Metal_tiled.Metal_tiled","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/Metal_tiled_hex_gray.Metal_tiled_hex_gray","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/Simple_emmisive2.Simple_emmisive2","0","0","2","1","0.000000","0","0"
"/Game/Environment/Materials/Windows_glass_trans.Windows_glass_trans","0","0","44","1","0.000000","0","0"
"/Game/Environment/Materials/Metal_tiled_masked.Metal_tiled_masked","0","0","49","1","0.000000","0","0"
"/Game/Environment/Materials/Windows_glass_2_trans_22.Windows_glass_2_trans_22","0","0","44","1","0.000000","0","0"
"/Game/Environment/Materials/unreal_holo_4_1_1.unreal_holo_4_1_1","0","0","10","1","0.000000","0","0"
"/Game/Environment/Materials/Unreal_Holo_4.unreal_holo_4","0","0","10","1","0.000000","0","0"
"/Game/Environment/Materials/unreal_holo_4_2.unreal_holo_4_2","0","0","10","1","0.000000","0","0"
"/Game/Environment/Materials/unreal_holo_4_1.unreal_holo_4_1","0","0","10","1","0.000000","0","0"
"/Game/Environment/Materials/Metal_tiled_hex_gray_em.Metal_tiled_hex_gray_em","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/Unreal_Holo_2.unreal_holo_2","0","0","10","1","0.000000","0","0"
"/Game/Environment/Materials/Unreal_Holo_1.unreal_holo_1","0","0","10","1","0.000000","0","0"
"/Game/Environment/Materials/Metal_tiled_gray.Metal_tiled_gray","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_GrassLVL_Wall_01.M_GrassLVL_Wall_01","0","0","49","1","0.000000","0","0"
"/Game/Environment/Materials/M_Glass_Railing_01.M_Glass_Railing_01","0","0","42","1","0.000000","0","0"
"/Game/Environment/Materials/M_Grass2.M_Grass2","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/Metal_gray.Metal_gray","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_Enviro_assets_01.M_Enviro_assets_01","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_PublicPhone_01.M_PublicPhone_01","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_lvl_Bench_01.M_lvl_Bench_01","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/Simple_emmisive3.Simple_emmisive3","0","0","2","1","0.000000","0","0"
"/Game/Environment/Materials/Metal.Metal","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/Holo_l1.holo_l1","0","0","10","1","0.000000","0","0"
"/Game/Environment/Materials/Windows_glass_trans_2_tile.Windows_glass_trans_2_tile","0","0","42","1","0.000000","0","0"
"/Game/Environment/Materials/Windows_glass_2_trans.Windows_glass_2_trans","0","0","44","1","0.000000","0","0"
"/Game/Environment/Materials/M_Floor_Lights.M_Floor_Lights","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/Windows_glass_trans_tiled.Windows_glass_trans_tiled","0","0","44","1","0.000000","0","0"
"/Game/Environment/Materials/Metal_tiled_lines_gray2.Metal_tiled_lines_gray2","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/Doors_1.doors_1","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/Holo_City.Holo_City","0","0","10","1","0.000000","0","0"
"/Game/Effects/Materials/Air/M_light_shaft_particle.M_light_shaft_particle","0","0","40","1","0.000000","0","0"
"/Game/Effects/Materials/M_ramp.M_ramp","0","0","20","1","0.000000","0","0"
"/Game/Effects/Materials/Air/M_dust_specs_sparkling.M_dust_specs_sparkling","0","0","24","1","0.000000","0","0"
"/Game/Environment/Materials/Windows_glass_trans_holo.Windows_glass_trans_holo","0","0","44","1","0.000000","0","0"
"/Game/Environment/Materials/Simple_emmisive22.Simple_emmisive22","0","0","2","1","0.000000","0","0"
"/Game/Environment/Materials/M_PublicPhone_holo_01.M_PublicPhone_holo_01","0","0","8","1","0.000000","0","0"
"/Game/Environment/Materials/M_Fps_Vista_City.M_Fps_Vista_City","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_Forest_02.M_Forest_02","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_Laser.M_Laser","0","0","8","1","0.000000","0","0"
"/Game/Environment/Materials/M_FPS_Vista_Mountain.M_FPS_Vista_Mountain","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_Park_2.M_Park_2","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_water_Lake_01.M_water_Lake_01","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_FPS_Planet.M_FPS_Planet","0","0","8","1","0.000000","0","0"
"/Game/Environment/Materials/M_Vista_Grass.M_Vista_Grass","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_Fps_Vista_Windows.M_Fps_Vista_Windows","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_Fps_Vista_Walls.M_Fps_Vista_Walls","0","0","21","1","0.000000","0","0"
"/Game/Effects/Materials/Air/M_lightning.M_lightning","0","0","20","1","0.000000","0","0"
"/Game/Effects/Materials/Air/M_cloud.M_Cloud","0","0","40","1","0.000000","0","0"
"/Game/Effects/Materials/Gameplay/M_vehicle_master.M_vehicle_master","0","0","24","1","0.000000","0","0"
"/Game/Effects/Materials/Gameplay/M_vehicle_master_vertexcolor.M_vehicle_master_vertexcolor","0","0","24","1","0.000000","0","0"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER02.M_Procedural_Sky_MASTER02","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_Sky_01.M_Sky_01","0","0","2","1","0.000000","0","0"
"/Game/Environment/Materials/M_Park4.M_Park4","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_Park.M_Park","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_Forest_03.M_Forest_03","0","0","21","1","0.000000","0","0"
"/Game/Effects/Materials/Gameplay/Pickups/M_PickUp_Master.M_PickUp_Master","0","0","16","1","0.000000","0","0"
"/Game/Environment/Materials/M_skydome_2.M_skydome_2","0","0","2","1","0.000000","0","0"
"/Game/Environment/Materials/M_Cloud_2.M_Cloud_2","0","0","8","1","0.000000","0","0"
"/Game/Environment/Materials/M_FFA_ConcreteWallPlate_01.M_FFA_ConcreteWallPlate_01","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_MASTER_Sky_Material_FFA.M_MASTER_Sky_Material_FFA","0","0","8","1","0.000000","0","0"
"/Game/Effects/Materials/water/M_Steam_SubUV.M_Steam_SubUV","0","0","84","1","0.000000","0","0"
"/Game/Effects/Materials/Air/M_Cloud_1_particle.M_Cloud_1_particle","0","0","48","2","0.000000","0","0"
"/Game/Effects/Materials/Air/M_light_shaft.M_light_shaft","0","0","20","1","0.000000","0","0"
"/Game/Environment/Materials/M_MASTER_Sky_Material_FFA_02.M_MASTER_Sky_Material_FFA_02","0","0","8","1","0.000000","0","0"
"/Game/Environment/Materials/M_FFA_Wall_05.M_FFA_Wall_05","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_FFA_Wall_04_Brighter_02.M_FFA_Wall_04_Brighter_02","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_FFA_Wall_04_Brighter.M_FFA_Wall_04_Brighter","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_FFA_Wall_04.M_FFA_Wall_04","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_FFA_Wall_01.M_FFA_Wall_01","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_FFA_Floor_02_Dark.M_FFA_Floor_02_Dark","0","0","21","1","0.000000","0","0"
"/Game/Environment/Materials/M_FFA_Floor_02.M_FFA_Floor_02","0","0","21","1","0.000000","0","0"
